IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
1001486,1882,Dan Brouthers,BUF,24,84,351,372,129,89,23,11,6,71,63.0,21,,7.0,,,,,,,0.368,,,,,,,,,,,0.055999999999999994,0.019,3.0,0.403,0.547,0.95,0.179,0.364,,,,,,,,,0.424,42.4,95,39.1,11.0,12.8,0.0,63.0,5.8,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,24 - 24,39.1,0.1,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,152,24.0,143,158,195,134.0,,,,,,,,,,,,,,,,,,0,,,,,,5.8
1001554,1882,Pete Browning,LOU,21,69,288,314,109,84,17,3,5,67,,26,,,,,,,,,0.378,,,,,,,,,,,0.083,,,0.43,0.51,0.94,0.132,,,,,,,,,,0.425,36.1,80,38.2,0.0,10.8,2.2,53.1,4.8,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,0.0,,21 - 21,38.2,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,233,,157,160,185,,,,,,,,,,,,,,,,,,,0,,,,,,4.8
1004757,1882,Jack Glasscock,CLE,24,84,358,371,104,64,27,9,4,66,46.0,13,,9.0,,,,,,,0.291,,,,,,,,,,,0.035,0.024,1.44,0.315,0.45,0.765,0.159,0.29,,,,,,,,,0.341,18.7,71,17.5,14.0,12.8,5.2,49.6,4.6,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,0.0,,24 - 24,17.5,0.1,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,94,31.0,112,130,173,107.0,,,,,,,,,,,,,,,,,,0,,,,,,4.6
1014027,1882,Ned Williamson,CHI,24,83,348,375,98,64,27,4,3,66,60.0,27,,21.0,,,,,,,0.282,,,,,,,,,,,0.07200000000000001,0.055999999999999994,1.29,0.333,0.408,0.741,0.126,0.293,,,,,,,,,0.337,17.6,70,13.6,17.0,12.9,2.5,46.1,4.3,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,0.0,,24 - 24,13.6,0.1,,,,,,,,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,194,71.0,119,118,137,108.0,,,,,,,,,,,,,,,,,,0,,,,,,4.3
1000272,1882,Cap Anson,CHI,30,82,348,368,126,88,29,8,1,69,83.0,20,,7.0,,,,,,,0.362,,,,,,,,,,,0.054000000000000006,0.019,2.86,0.397,0.5,0.897,0.138,0.368,,,,,,,,,0.403,36.1,88,32.2,2.0,12.7,0.0,47.0,4.2,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,30 - 30,32.2,0.1,,,,,,,,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,147,24.0,141,145,150,135.0,,,,,,,,,,,,,,,,,,0,,,,,,4.2
1002537,1882,Roger Connor,TRO,24,81,349,362,115,71,22,18,4,65,42.0,13,,20.0,,,,,,,0.33,,,,,,,,,,,0.036000000000000004,0.055,0.65,0.354,0.53,0.884,0.201,0.342,,,,,,,,,0.391,32.0,83,30.5,4.0,12.5,-0.8,46.3,4.2,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,0.0,,24 - 24,30.5,0.1,,,,,,,,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,97,70.0,126,153,218,126.0,,,,,,,,,,,,,,,,,,0,,,,,,4.2
1012436,1882,Joe Start,PRO,39,82,356,367,117,99,8,10,0,58,48.0,11,,7.0,,,,,,,0.329,,,,,,,,,,,0.03,0.019,1.57,0.349,0.407,0.756,0.079,0.335,,,,,,,,,0.343,18.9,71,18.5,13.0,12.6,0.0,44.2,4.1,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,,39 - 39,18.5,0.1,,,,,,,,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,81,24.0,124,118,85,123.0,,,,,,,,,,,,,,,,,,0,,,,,,4.1
1000836,1882,Charlie Bennett,DET,27,84,342,362,103,72,16,10,5,43,51.0,20,,33.0,,,,,,,0.301,,,,,,,,,,,0.055,0.091,0.61,0.34,0.45,0.79,0.149,0.322,,,,,,,,,0.355,22.0,73,20.2,8.0,12.5,2.5,43.3,4.0,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,0.0,,27 - 27,20.2,0.1,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,149,115.0,121,130,162,118.0,,,,,,,,,,,,,,,,,,0,,,,,,4.0
1001979,1882,Hick Carpenter,CIN,26,80,351,361,120,99,15,5,1,78,67.0,10,,,,,,,,,0.342,,,,,,,,,,,0.027999999999999997,,,0.36,0.422,0.782,0.08,,,,,,,,,,0.355,21.9,73,23.4,3.0,12.4,2.5,43.5,3.9,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,0.0,,26 - 26,23.4,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,78,,131,132,112,,,,,,,,,,,,,,,,,,,0,,,,,,3.9
1012766,1882,Ed Swartwood,PIT,23,76,325,346,107,74,18,11,4,86,,21,,,,,,,,,0.329,,,,,,,,,,,0.061,,,0.37,0.489,0.859,0.16,,,,,,,,,,0.385,29.0,78,30.6,-3.0,11.9,-4.1,37.5,3.3,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.1,0.0,,23 - 23,30.6,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,171,,135,153,224,,,,,,,,,,,,,,,,,,,0,,,,,,3.3
